material_id,pretty_formula,icsd_ids
mp-21171,MnGaCo2,"[623121, 623118, 102438, 185084, 623116]"
mp-21186,Mn3RhN,[642970]
mp-21215,InPd,"[59474, 59473, 640228]"
mp-21346,U3Si2,"[657098, 31648, 31626, 652479, 69200, 73695]"
mp-21350,Pr2MgGe2,[413850]
mp-21382,Dy2AlGe2,[172061]
mp-21440,NbCrGe,[42061]
mp-21767,Si2Pb3O7,[15371]
mp-21845,FePd3,"[633134, 633141, 103582, 103583, 633135, 181720, 633132, 633140]"
mp-2191,ErSb,"[631099, 53417, 631092, 43645, 631097, 631102, 631100, 631095]"
mp-22031,EuSnPd,"[657622, 404401]"
mp-22697,Ni3(PO4)2,"[158523, 153159, 281705, 4269, 153160]"
mp-23195,Bi2O3,"[168812, 52732, 417638, 189995, 41764, 62979]"
mp-2324,PrCd2,[620282]
mp-23363,NaAlCl4,"[2307, 35278, 30611, 71158, 35279, 71157, 8117, 71159, 35280, 38020]"
mp-2338,TbZn2,"[106137, 106138, 652997]"
mp-23489,CsIO4,"[83375, 89509]"
mp-23849,Li2H2SO5,"[201532, 62124, 62089, 22347, 201531, 34263, 20617, 201530]"
mp-23985,LiH6BrO7,[73706]
mp-24013,CrCuH18N6Cl5,"[10255, 80102]"
mp-24250,Mn2H2SO6,[413556]
mp-24402,CaAlSiHO5,[12127]
mp-24438,K2MgH12(SO7)2,"[26772, 162313]"
mp-24510,BaH2I2O7,[60907]
mp-2480,OsSe2,"[647769, 24202]"
mp-24822,Na5Al3H14,[246195]
mp-25983,LiMo(PO4)2,[81074]
mp-27160,WCl5,[2398]
mp-27230,As2SO6,"[32581, 4297]"
mp-2755,SiTe2,"[652385, 80205]"
mp-27798,B4H5,[26238]
mp-28419,K2TeSe3,[63012]
mp-28457,Ba2Ta15O32,[50050]
mp-28638,Gd2CCl,[68798]
mp-28734,Zr6CoCl15,[71148]
mp-28913,Ti6CCl14,[75502]
mp-28943,Mn2BO4,"[252607, 79357]"
mp-28965,AgBi2F12,[79879]
mp-28967,Ba(PdS2)2,[79930]
mp-29049,SrCuO3,[80732]
mp-29060,Ba5(SiN3)2,[81570]
mp-29573,Sb4S5Cl2,[100178]
mp-29576,Cd7P10,[200596]
mp-29591,Sb3ClO4,[410039]
mp-2961,MgSiP2,"[247966, 22189, 44108, 642733, 642734]"
mp-2985,HoB2Ru3,"[614506, 44419]"
mp-30499,Th6Cd7,[102075]
mp-30719,Mg2Hg,[104315]
mp-30739,Mg3Ir,[104494]
mp-30819,LiAl2Pt,[105507]
mp-30848,USnPt,[105800]
mp-31000,NO,[27871]
mp-31051,CeSi4Ni9,"[98408, 621658]"
mp-31218,K3FeO2,[73215]
mp-31303,Pr4Se3N2,[414286]
mp-3368,LiNb3O8,"[2921, 31930]"
mp-341,PbF4,"[78895, 16795]"
mp-3439,SbPO4,"[62977, 15073]"
mp-3496,S3(NO)2,"[14197, 41538]"
mp-3715,CoGeTe,"[419780, 160511]"
mp-38280,LiTiO2,[164158]
mp-3858,NaTaO3,"[239690, 23319, 173757, 980, 88375, 150430]"
mp-3941,LiYF4,"[55691, 55692]"
mp-4124,CaCN2,"[25763, 26677, 418451, 28319, 31100]"
mp-4175,ZnSnP2,"[648168, 648165, 77803, 648170, 184466, 22179]"
mp-4253,V(CrC)2,"[20297, 43191]"
mp-4326,KErS2,"[108429, 44948]"
mp-4354,Tl(NiSe)2,"[646551, 646550]"
mp-4785,CeAl3Pd2,"[603064, 657426, 104633, 603042, 658995]"
mp-4820,ZrSiO4,"[69644, 43308, 96090, 71945, 15759, 9582, 96731, 100243, 100248, 69643, 31130, 100240, 31101, 69645, 45520, 100241, 100247, 95249, 71942, 187193, 187194, 187589, 96732, 100244, 100242, 100239, 92740, 71943, 71944, 96733, 96734, 158108, 92741]"
mp-4969,TbCoSi2,"[625056, 67008, 99115]"
mp-504711,CoCuO2,[27803]
mp-504994,K3Cr(HO)6,[62653]
mp-505001,Rb3ZnBr5,[41536]
mp-505342,MnCu(Te2O5)2,[86226]
mp-505343,U(CoB)4,"[86377, 657091]"
mp-505610,CeP3H8O7,[88339]
mp-510274,Zr2Si4Ru3,[60072]
mp-510595,Er5CoSb2,[159183]
mp-5132,YPO4,"[28554, 24514, 201131, 184543, 79754, 56113]"
mp-540792,Ge2S3Br2,[24370]
mp-541202,TlCuAsO4,[50458]
mp-542426,CuHgSI,"[413309, 413429]"
mp-542910,V7O3,"[163494, 77706, 200243]"
mp-542985,Gd(CoSi)2,"[623397, 106820]"
mp-550320,Li4CO4,"[245393, 245397, 245405]"
mp-551629,CsLiMoO4,[20805]
mp-554432,ReSbOF10,[201546]
mp-554812,CuB2(PbO3)2,[155317]
mp-555215,Mg2Mn(PO4)2,[100784]
mp-555537,Na3ErV2O8,[620]
mp-556365,KCrF3,"[169764, 172845]"
mp-556377,Ba17Dy16Zn8Pt4O57,[407061]
mp-557200,K4Nb11Al2O20F,[65738]
mp-557832,K2Cd(AuS)4,[85583]
mp-558128,KNd2NbO6,[160451]
mp-558609,Ce3Ta(ClO2)3,[202554]
mp-559273,SiO2,[171734]
mp-5594,Sc2Si2O7,"[23894, 26682, 75925, 16214]"
mp-559835,BaTaF7,[417251]
mp-560411,CdSb6(S2I)4,[27733]
mp-560756,Th(MoO4)2,[65705]
mp-567148,Cr(B3H8)2,"[249416, 170564]"
mp-567638,TaPt3,"[649712, 105804]"
mp-5677,Tb(MnSi)2,"[106811, 643658]"
mp-567968,Mn11Si19,[43280]
mp-571402,Zr2Al3C5,[87349]
mp-571436,SnI4,[18010]
mp-571621,Ba3Na2(CN2)4,[416033]
mp-573969,CsCeSiSe4,[415083]
mp-580941,AgI,[1899]
mp-581533,Cs7(In2Bi3)2,[410420]
mp-583476,Nb7S2I19,[83235]
mp-610917,O2,"[190368, 15535, 43430, 173934, 190369]"
mp-622122,U2(P2O7)3,[86551]
mp-637378,Gd3InN,[98503]
mp-639164,Co7Te4(BrO2)6,[416145]
mp-643790,CeNiSnH,[157926]
mp-647366,KICl4,[30203]
mp-684056,Ti4(PO5)3,[419243]
mp-697671,Ba6Mg7H26,[83936]
mp-698296,UH12C4SN2O9,[109798]
mp-698375,CuH12C5S4N,[110092]
mp-720710,K3H2S2NO7,"[8001, 201190]"
mp-745,ThMg2,"[104883, 642884]"
mp-7479,RbYbO2,[15163]
mp-761681,CrHSe3O8,[50923]
mp-8677,ZrTiTe4,[40496]
mp-9745,Ba3NaRuO6,[405133]
mp-978092,PrCuGe2,[627765]
mp-980938,Tb3Al2,[130029]
mp-982261,PbSe2,[174577]
mp-999145,SmNi,"[646714, 646694]"
mp-1008224,CrCo2Si,[191672]
mp-1008226,CrFe2Sn,[185999]
mp-1025022,HoInPt4,[639342]
mp-10320,La2MgRhO6,[88522]
mp-1056376,Zr,[27671]
mp-1065540,AlC3,[35329]
mp-1066029,RbBi,[9787]
mp-1071567,GdSn2,"[291185, 636457, 426768]"
mp-1072633,LiTi(SeO)2,[60534]
mp-1077095,LuCdNi4,[423941]
mp-1077485,HoSnGe,[261754]
mp-1077746,TiFeH,[602022]
mp-1078292,CdCu2SnS4,"[238144, 619774, 619773]"
mp-1078543,YbAlCu,"[607190, 604214, 607198]"
mp-1078673,NdInNi,"[167631, 640079]"
mp-1078743,Rb2Mn(Cl2O)2,[24298]
mp-1079416,ZrTi(PbO3)2,"[183491, 183493]"
mp-1079613,Sm(GeIr)2,[636736]
mp-1079803,Th(BOs)2,[601346]
mp-1080816,Cr3PN,"[291339, 626346]"
mp-1101093,CsZn4P3,[262031]
mp-1102571,AgH3BrN,[169137]
mp-1103534,K(Mo3S4)2,[641241]
mp-1104182,MoPO5,[169098]
mp-1104651,Li(Mo3Se4)2,[642167]
mp-1105852,Sc3As2,[611355]
mp-1105917,CaTi4(PdO4)3,[237494]
mp-1106199,CrGa7P8,[181038]
mp-1106237,DyAl3,"[607224, 607238]"
mp-11493,LuPb2,[104811]
mp-1182308,CaB2O9,[20062]
mp-1182999,Al2(WO4)3,[73879]
mp-1188342,Tb5Ga3,[635494]
mp-1189092,CsZrOF5,[39591]
mp-1190383,CaWO4,"[238258, 238259]"
mp-1191267,AgClO4,"[185366, 185364, 290704]"
mp-1191469,Cd5(NO8)2,"[66168, 69793, 66169]"
mp-1191707,Lu3(SiNi3)2,[642461]
mp-1191755,Yb2Fe12P7,"[633120, 633119]"
mp-1191861,Tb2Si3Rh,[57483]
mp-1192210,LiDySn,[603144]
mp-1192588,PWO5,[430823]
mp-1192984,Al5Re24,[609200]
mp-1193521,V3(Co10B3)2,[613386]
mp-1193567,TbMoBrO4,[425267]
mp-1193774,MnPCO4,"[155774, 245277]"
mp-1193903,K2MoS3O,[423988]
mp-1193926,K3Lu(PO4)2,[191226]
mp-1194234,Ca2V2O9,[1993]
mp-1195439,Ba2UTiTe7,[194688]
mp-1195550,K2Ce(PO4)2,[429910]
mp-1196117,Sn3Ir2S3,[640953]
mp-1196811,Na5V3O12,[61172]
mp-1197471,LiAs(XeF4)3,[237658]
mp-1197498,TbP2H9O11,[240931]
mp-1197620,K3As(PSe3)3,[260943]
mp-1197860,Nd3Sn13Ir4,"[603091, 640876]"
mp-1198176,NbAl2(SeCl4)2,[427402]
mp-1199407,Mg2CClO6,[109426]
mp-1199507,SiBH3CNCl3,[281769]
mp-1201079,DyFe5P3,[603730]
mp-1202153,Na2Nb4O11,[166951]
mp-1203477,Ce2SiPd14,[174077]
mp-1203533,UH6C3SeN2O7,[20743]
mp-1203701,In(IO4)3,[409881]
mp-1204010,KLu(SO5)2,[63504]
mp-1211573,La5Pb3C,[659147]
mp-12119,Cs(FeSb)2,[658698]
mp-1232410,Dy6Al43Mo4,[658859]
mp-13181,LaF3,"[167556, 164054]"
mp-13305,SmSnAu,[245764]
mp-13364,CaZn2,[418878]
mp-14304,Lu2MgS4,[37420]
mp-14825,Sr2ErCu3(PbO4)2,[71485]
mp-14842,Mg3(Ni10P3)2,[72350]
mp-15051,Nd(PdO2)2,[78844]
mp-15147,K2VCuS4,[81414]
mp-18086,SrCoAs2O7,[74545]
mp-19083,NaVO3,"[63480, 2103, 63479, 20556, 4137]"
mp-19358,SmMn2O5,"[84671, 97044]"
mp-19359,NaFeO2,"[37157, 75588, 167376, 167377, 187705, 420380]"
mp-20485,InSe,"[185172, 640490, 640513, 30377, 640499]"
mp-20496,Ga2PbO4,"[33533, 80129]"
mp-21041,Tb(FeP3)4,[245293]
mp-21316,TaSiIr,[411884]
mp-21354,EuCuSF,[172797]
mp-2160,Sb2Se3,"[194836, 194837, 16680, 651516, 651519, 651518, 651521, 651515, 171569, 85676, 30973]"
mp-22018,Hf(MnGe)6,"[155117, 155118]"
mp-2292,La2O3,"[641600, 184531, 641602, 96201]"
mp-22978,Rb2MnCl4,"[36126, 1139]"
mp-23370,CuW3Br7,"[408569, 83581]"
mp-23609,Zn3B7ClO13,"[55444, 55445]"
mp-24174,V2CoP2(H4O7)2,"[281336, 260445]"
mp-27607,Bi4Se3,"[20319, 617074]"
mp-27753,In2(PS3)3,[1700]
mp-27837,NaHF2,"[250328, 31063, 26870, 28381, 415006, 28380]"
mp-28002,Rb3Mn2Br7,[32544]
mp-29047,Tl3VO4,[80667]
mp-29519,KAuI4,[406966]
mp-29693,Rb2AgCl3,[280031]
mp-30927,CsAs4F13,[281641]
mp-31472,Rb5Hg19,[107452]
mp-31908,Mn3Nb6O11,[62661]
mp-3444,ErTaO4,"[20262, 155661, 415437]"
mp-3605,Th(CoGe)2,"[43288, 55342]"
mp-4202,BaAl2O4,"[291360, 291356, 75426, 246027, 10036]"
mp-4511,La2SO2,"[31640, 31614, 260145, 154583, 14280]"
mp-504928,NaCu3Te2,[60860]
mp-510370,CsAlCuF6,[240292]
mp-5121,Nd2Te4O11,"[413654, 68878]"
mp-541289,Y2S3,"[651408, 67502, 651399]"
mp-542837,BaWO4,"[290001, 2144, 290000, 187463, 155517]"
mp-542840,In2Si2Pb2O9,"[407263, 40857]"
mp-546846,BaBi4(IO2)2,[63367]
mp-550474,Li4CO4,[245389]
mp-552056,PbCClO2,[99805]
mp-552676,LaFeO3,"[29234, 29118]"
mp-554163,Cu5Se2(ClO4)2,[158189]
mp-554168,KRb2MoF6,[15773]
mp-554614,Cu3(AsO4)2,[201733]
mp-554678,CaGe2O5,"[151568, 14005, 151569, 151573, 151570, 151572, 151574, 151576, 151577, 151575, 151571, 151586]"
mp-555833,Hg3As8(S4Br3)2,"[190733, 190734, 417625]"
mp-556493,BaCu(SiO3)2,[71535]
mp-556723,Na3Fe2(AsO4)3,[241123]
mp-556742,GaS,[635254]
mp-556782,Gd3CuSnS7,"[155941, 627638]"
mp-556878,BiPPbO5,[419125]
mp-557074,BaPr2Ti3O10,[163910]
mp-557100,Lu(PO3)3,[162217]
mp-557752,CsHSO4,[24377]
mp-558124,K2Mo(SO5)2,[87569]
mp-558455,Na4Li5(BO3)3,[61204]
mp-558895,Cs2KVF6,[27344]
mp-559233,SeS4N3Cl5,[67270]
mp-559696,Rb3Mo4(P2O11)2,"[75125, 93737]"
mp-559760,ScIO,[419335]
mp-559902,TeC4(BrF3)2,[260281]
mp-559963,AlS2NCl4,[27210]
mp-560133,TlPb8Br9O4,[36007]
mp-560471,Zn2B2PbO6,[171139]
mp-560519,Ba3ScCO3F7,[75255]
mp-560751,GdFe3(BO3)4,[170828]
mp-560801,GdAl3(BO3)4,[20231]
mp-561350,AlBiSCl4,[414154]
mp-561386,K2Hg3C8(NO)8,[12166]
mp-562054,XeO3,[26627]
mp-562442,Cs2SeO4,[66526]
mp-562546,Na4Co3P4O15,[82116]
mp-562613,P2O5,"[16610, 40865, 38207, 655005]"
mp-567370,Ce3Se4,[622113]
mp-567538,YbCu2,"[629439, 103147]"
mp-567593,KBH4(CN4)2,[163261]
mp-568064,Dy2Sn5,[160543]
mp-568844,BiSe,[44982]
mp-569203,Tl3Bi2I9,[415012]
mp-569903,CsEr(NbBr3)6,[73195]
mp-570276,ZrZn,"[181290, 106235, 653515]"
mp-570560,Na3Hg2,[104328]
mp-570591,CsHgCl3,[24482]
mp-570644,Ba14Na21CaN6,[81847]
mp-570796,SbCl5,[412110]
mp-570848,HgCN2,[412278]
mp-570946,Na2Li5Sn4,[104760]
mp-5916,Yb(SiNi)2,"[646672, 79940]"
mp-600054,SiO2,[153253]
mp-607436,ReCl3O2,[416056]
mp-607437,Na2In5Au6,[55545]
mp-608439,Pb2O3,[36243]
mp-608655,Mn5Si2,"[643624, 165]"
mp-615746,RbBiF4,[63167]
mp-622258,RbV2SbO8,[86098]
mp-6268,KTiPO5,"[20970, 68705, 82845, 66570, 59285, 82844, 6199, 182657, 39561, 66380, 182658]"
mp-632684,NaPH3NO3,[16608]
mp-634326,GaHO2,"[409671, 1232, 1231]"
mp-636827,TiO2,[97008]
mp-640044,Pu2SnPd2,[150165]
mp-640333,K49Tl108,[370032]
mp-642332,Nd11In9Pd4,[160006]
mp-643293,SrMgNiH4,"[657976, 75010]"
mp-647240,Np2InRh2,[106865]
mp-667368,SiO2,[83861]
mp-669361,Cu2BiAsO6,[88111]
mp-669516,La10(ErS3)9,[2501]
mp-680463,Rb4Pb9,[411891]
mp-680530,BiPtPb3,[58834]
mp-684006,Ag3TeIO4,[418903]
mp-685145,BN,[20946]
mp-690799,Zr(TiH2)2,[56186]
mp-6930,SiO2,"[162490, 62409, 168350, 16336, 168352, 155251, 173227, 27832, 62408, 166602, 155247, 62405, 41471, 62411, 16334, 41475, 89279, 71396, 98629, 34636, 41412, 647436, 41476, 162611, 100346, 41474, 173226, 71394, 70006, 155249, 100343, 16333, 155241, 56608, 89278, 647406, 27834, 168355, 27833, 83849, 100342, 26429, 89277, 29210, 156197, 155248, 89283, 70005, 16331, 155242, 162609, 31228, 168354, 71395, 41447, 41414, 62406, 156198, 98628, 73071, 34644, 166601, 70007, 171573, 166603, 41473, 100344, 62404, 89282, 27831, 89276, 16332, 41672, 155250, 62407, 647410, 162610, 93093, 89281, 162608, 100341, 41469, 41446, 89280, 174, 647435, 62410, 100345, 156196, 27826, 71393, 16335, 168351, 93094, 155243, 168353, 41472, 71392, 18172]"
mp-696152,CuSnH12(NO3)2,[103]
mp-696572,TiP,[24148]
mp-699582,Na2AlFeF7,[408110]
mp-703444,B5H12NO12,"[90001, 410811]"
mp-709143,ZrH11C4NOF5,[110183]
mp-7092,TiSi,"[168416, 652414, 43494]"
mp-720800,Mo12PH24C6N3O40,[59904]
mp-722271,H14RuS2(N2O3)2,"[40202, 69115]"
mp-722904,Na5P3H2O11,[38064]
mp-723059,Li3Nd2H6(N3O10)3,[39515]
mp-7283,LaB4,"[614602, 2360]"
mp-757855,V2Co(HO2)4,[414007]
mp-8235,K2SiP2,[36367]
mp-866339,Cd(PO3)2,[260975]
mp-884,NdSi2,"[645985, 645987, 645949, 645972, 25666]"
mp-9281,ZnTe,"[184487, 184488]"
mp-9322,Rb2Sn2Se5,[80766]
mp-998971,TiFeCoSi,[191659]
mp-1008642,UC2,[168167]
mp-10125,SbIr,[44481]
mp-1018656,Ca2H3Br,[420928]
mp-1019269,Sr2H3I,[422181]
mp-1019788,K4Al3(SiO4)3,[237001]
mp-1020141,Na2Al2Si3O10,[160820]
mp-1025411,CeSi2Rh,"[169508, 602570]"
mp-1067920,Bi2TeO2,[194944]
mp-10721,Ti2C,[77473]
mp-1076936,ThSiSe,[651864]
mp-1078249,Co(RhSe2)2,[624816]
mp-1078439,CeIn7Pt2,[193321]
mp-1078498,ZnCu2SiTe4,[656150]
mp-1078935,BC7,[181952]
mp-1079623,TaMnSi,[643653]
mp-10918,Rb2PdC2,[94394]
mp-10971,LiErO2,[95381]
mp-1102611,YbAsS,[658897]
mp-1102920,Cu(N3O2)2,[30362]
mp-1103421,Dy2Pt,[630109]
mp-1103724,Bi2Pt3Se2,[195668]
mp-1105926,Ca(BO3)2,[28204]
mp-1179552,SrV12O30,[56413]
mp-11807,LiPt,[104777]
mp-11809,TiAl2,[106252]
mp-1181219,K3FeMo4O15,[163991]
mp-1190059,EuHfS3,[631329]
mp-1191254,Ho3B7W,[656436]
mp-1191543,HoCrB4,"[613514, 658659]"
mp-1192856,Rb2WSe4,[650057]
mp-1193321,AlPO5,[75544]
mp-1193397,Zr9NiMo4,[644049]
mp-1193840,Zr6Al16Pd7,[609066]
mp-1193963,Mg2SiS4,[642791]
mp-1195089,KMgAs3F18,[428043]
mp-1196402,Mn6Ga29,"[425284, 424637]"
mp-1196495,ZnTe(H2N)4,[170880]
mp-1196898,Sm4(SiS4)3,[650887]
mp-1198778,Te6RuBr8,[423674]
mp-1198800,Bi3Pd8,[616947]
mp-1199088,Rb4Mo5(PO11)2,[237502]
mp-1199809,TlCo(NCl)6,[31567]
mp-1199949,Tm5B2(O2F3)3,[421889]
mp-1200224,CsPSO2,[39576]
mp-1200971,Sc2Nb3Ge4,"[637232, 601028]"
mp-1202278,Cu2H12C4Br3N,[240918]
mp-1202459,CrH12C2(N3O2)2,[34776]
mp-1202882,NaYb(BH4)4,[189838]
mp-1203987,CoP3H33C11I,[249695]
mp-1204046,Si,[189401]
mp-1205355,MoBr3,"[413690, 9422]"
mp-1235,TiIr,"[641113, 104575, 184900, 188188, 184899, 182145]"
mp-12487,CsDyCdTe3,[173312]
mp-12910,GeS,[155418]
mp-12923,SrPIr,[155712]
mp-13313,ScTlSe2,[418475]
mp-13474,LiErGe,[76287]
mp-14398,CaSn(BO3)2,"[30998, 166678]"
mp-15144,ZnAg2GeO4,[81328]
mp-1751,ThSb,"[651659, 44718]"
mp-17999,NaVF4,[407013]
mp-18290,Sr6Ga5N,[77645]
mp-18390,KV6O11,[410569]
mp-18449,K2ZrO3,[16264]
mp-18658,RbLaSiS4,[414545]
mp-18870,Mn3Cd2O8,[16957]
mp-18883,YVO3,"[155479, 95579, 246953, 155480, 246954, 155478, 95577, 155476, 250766, 95578, 250767, 250765, 155477, 190290, 185836]"
mp-1969,NbSb2,"[645350, 57430, 190180, 77752, 18144]"
mp-19806,USiIr,"[44665, 50085]"
mp-19942,BaGdAuSe3,[88718]
mp-20447,U3Co2Ge7,[418093]
mp-21100,CrBPbO4,"[97663, 97666]"
mp-21757,Eu3Al5O12,[245326]
mp-21974,Dy3Fe5O12,[23856]
mp-22003,NaN3,"[24006, 1144, 28897, 34674, 34267]"
mp-22375,In2S3,[12148]
mp-22524,CeP2O7,"[160452, 160453]"
mp-22626,OsF6,"[171657, 81855]"
mp-22653,Eu(SiAg)2,"[605133, 106697]"
mp-22983,LiAlCl4,"[1040, 35275, 35277, 35276]"
mp-24015,Cd2H3ClO3,"[39285, 83524]"
mp-24148,LiLa2HO3,"[56744, 56750, 56751]"
mp-24598,BaVP2(H2O5)2,[80326]
mp-2545,YbHg,"[639303, 104370]"
mp-27343,Re4Cl8O9,[10302]
mp-27680,Ba2Ni3F10,[23364]
mp-27882,Cs2GeCl6,[28892]
mp-27976,SmBr3,[31591]
mp-28207,V2S2O11,[36655]
mp-29290,WN3F5,[201198]
mp-29498,WBr2,[405808]
mp-30464,Bi2Pd5,[58840]
mp-30473,Ca3Ga5,[58894]
mp-30957,Pr(PO3)3,[97950]
mp-31026,Ba6Zn7F26,[60953]
mp-3114,Tb2(MoO4)3,"[193882, 200858, 200857]"
mp-31414,DySnAu,[55000]
mp-3486,KSnSb,"[40816, 33933]"
mp-3944,ZrAlNi2,"[608973, 58081, 608968, 608975]"
mp-4238,MnFeAs,"[93240, 93239]"
mp-4614,Tb(SiAg)2,"[98339, 98340, 98341]"
mp-4703,Th(Al2Fe)4,"[54990, 607671, 57825, 607675]"
mp-504734,Ti3Co3O,[29054]
mp-504835,NbNiAs2,[38412]
mp-505259,SmFePO,[80202]
mp-511,PrGe,"[44853, 42377, 42376, 637575, 637582, 637606, 637570, 637572]"
mp-5159,LiGa2Pd,"[107092, 106712]"
mp-541353,K2(TcS2)3,[72537]
mp-542563,NaMg3Al(MoO4)5,"[391347, 391348]"
mp-542881,Ce3(CuSn)4,"[151160, 160626]"
mp-553903,KNa9In2O8,[62065]
mp-554226,Rb2U(MoO5)2,[59702]
mp-554828,Na2Be(GeO3)2,[23012]
mp-555338,BaMo2(PO6)2,[62833]
mp-555354,KMn(SeO4)2,[80430]
mp-555986,AsCS3N2F11,[81839]
mp-556373,NaFe(TeO3)2,[240939]
mp-556656,Mn3B7ClO13,[402906]
mp-556666,CaBiCO4F,[157756]
mp-557453,La2Zr2O7,"[184089, 184099, 184090, 184100, 184092, 184097, 184098, 184101, 173795, 184091, 184094, 184095, 184093, 184096, 184102]"
mp-557649,K2Ce(Si2O5)3,[200077]
mp-558030,KMo2Cl7O2,[410954]
mp-558487,GdP5O14,"[411262, 156410, 84236]"
mp-56,Ba,"[615773, 52680]"
mp-560120,Na2Pd(NO3)4,[92625]
mp-560228,K6Ti2O7,[67397]
mp-560531,BaWO4,[155516]
mp-560863,ThSe2O7,[415808]
mp-561481,Ba5Ru2ClO9,[75963]
mp-561527,Rb3Zr2P5S18,[413315]
mp-561536,NaMgBO3,[249567]
mp-567900,Lu2Fe14C,"[617761, 57046, 68788, 68786, 68073, 68787, 617767]"
mp-567957,Sm4MgRh,[417452]
mp-569477,La10Al5Br4,[409704]
mp-569532,TiCu2P,[35419]
mp-570803,Ba2Ge(TeSe)2,[414165]
mp-571263,KIn9Co2,[260251]
mp-571485,Tm(SiPd)2,[648879]
mp-5802,Mn5(SiO4)3,"[86936, 27382, 86935]"
mp-580797,Ca(BH)2,[163473]
mp-581085,Na7Sr2Fe7F32,[75166]
mp-5837,LaGaO3,"[73760, 51285, 88259, 160235, 160234, 153307, 98410, 88146, 160233, 91786, 94299, 73759, 161782, 50388, 41280, 88349, 98168, 73761]"
mp-5982,La(NiAs)2,"[68145, 610772]"
mp-601848,Fe11Co5,[155842]
mp-603254,PH9AuC3S3Cl,[156684]
mp-603406,CoH21C2N6Cl2O5,[391436]
mp-606691,KU2P3O14,[419292]
mp-6081,Ba2Ti(SiO4)2,"[15715, 155316, 201844, 66628, 66629, 201845, 34453, 4451]"
mp-628782,V3Pb5ClO12,"[24241, 188077, 15750, 203074, 160601, 188078]"
mp-634817,CaZn2(PO)2,[29256]
mp-643257,K2H4Pd,[71776]
mp-644097,BaAlH5,[94882]
mp-646450,TbCoSn,[106977]
mp-680564,Ce2Mg17,"[621485, 102219]"
mp-686949,ThCr(IO5)2,[415806]
mp-687204,NdReMoO8,[24837]
mp-6884,Cs2LiCo(CN)6,"[60538, 23204, 60539, 10181]"
mp-690,P4S5,"[23841, 16681, 60647]"
mp-691,SnSe,"[291152, 50548, 50544, 651926, 656777, 50549, 41740, 50543, 50556, 50551, 50545, 41751, 50555, 50554, 50550, 50542, 651912, 50552, 50553, 651906, 50546, 52426, 651924, 603514, 651919, 651920, 651914, 186650, 16997, 50557, 50547, 600595]"
mp-698303,MnP2H36C12N6(ClO)2,[109786]
mp-7104,CsCaF3,"[290340, 290449, 290448, 45309, 290342, 290341, 247961]"
mp-744736,VH12N3O5F2,[49615]
mp-7724,Li2UO4,[20578]
mp-7964,YAlO3,[27100]
mp-8123,TmCuSi,[30769]
mp-8175,KTlO2,[33553]
mp-8455,CsF,[61563]
mp-863292,Na3VP2O9,[50760]
mp-863420,Rb4H4C3O10,[401720]
mp-866310,Ba2YB2ClO6,[262072]
mp-9173,TiO2,[75179]
mp-9381,Zr6FeTe2,[82530]
mp-954,BaB6,"[196518, 194634, 76124, 659483, 612529, 51495, 612527]"
mp-972937,ScAlCO,[419683]
mp-975622,Rb2Al2Si3O10,[180324]
mp-9780,RbHfAgTe3,[402632]
mp-978102,Pr2Co12P7,[624603]
mp-982662,Eu2MgSi2O7,[261224]
mp-1007853,Fe3Ni,[188257]
mp-1007857,Ga,[165978]
mp-1009132,HoBiPd,[616693]
mp-1017466,SrMnO3,"[236949, 188415]"
mp-1019541,BaCa3O4,[180205]
mp-10477,RbAg3Se2,[90795]
mp-1064933,S,"[27033, 27030, 27031, 27032]"
mp-1072004,UCoGe,"[184390, 184391]"
mp-1072553,TmCdNi4,[185115]
mp-1076974,Th2Tl,[653245]
mp-1077975,Sm4Bi2O,[423294]
mp-1077988,Mn2B4W,[614782]
mp-1078089,Pd3(PbSe)2,"[421874, 648366, 648365]"
mp-1078104,Fe2CoSe4,[622979]
mp-1078110,Mn(GaS2)2,[634670]
mp-1078195,SiI3,[239355]
mp-1078259,GaBO3,[429062]
mp-1078832,ZrGaNi,"[635005, 635009]"
mp-1079120,Nb(BMo)2,[614821]
mp-1079170,NaZnBr3O5,[26038]
mp-1079405,MnPRh,[643230]
mp-1079548,YClO2,[20449]
mp-1079824,Th(CoP)2,[624645]
mp-1079978,LaNb2O7,[72567]
mp-1079992,Zr2PbC,[618634]
mp-1080432,K2Se2O,[195739]
mp-1084847,TbTe3,[652952]
mp-1087226,NaAl2Sb,[31065]
mp-1095207,ZrPOs,[647719]
mp-1104062,Sr(GaSe2)2,"[635401, 635400]"
mp-1104330,Er(Mo3S4)2,"[603465, 630791]"
mp-1105697,PbCO3,"[247486, 247488, 247487, 247489]"
mp-1106326,Er2Si4Mo3,"[600622, 630793]"
mp-1106402,Rb2TiOF5,[261470]
mp-11300,TiCdHg2,[58987]
mp-11557,ScRe2,"[105890, 650085]"
mp-11564,TmRh,[105959]
mp-1180065,NdO3,"[398, 200091, 399, 31586]"
mp-1183302,Ba(GaAs)2,[380478]
mp-1189327,Sm2Si5Ni3,[659051]
mp-1190568,BaSO4,[186427]
mp-1191389,PrVO4,[250874]
mp-1191476,Li2In2GeS6,[262643]
mp-1192573,TbWBrO4,[428640]
mp-1193581,Hf3(Ni10B3)2,[614442]
mp-1193704,Mg2B(PO5)2,[409327]
mp-1194094,Lu2(Ga3Co)3,[623114]
